POI-Scenic-List v1.3 update by 2020-06-05 Attribution: heweather.com,,,,,,,,,,,,
POI_ID,POI_Name_EN,景区名称,POI_Latitude,POI_Longitude,Country_code,Country_EN,国家名称,Location_ID,Adm1_EN,一级行政区划(Adm1),Adm2_EN,二级行政区划(Adm2)
10118080103A,Ancient Government Office of Kaifeng,开封府,34.78,114.34,CN,China,中国,101180801,Henan,河南,Kaifeng,开封
10128200501A,Xijiang Hot Spring Holiday Resort,西江温泉度假邨,22.3,110.83,CN,China,中国,101282005,Guangdong,广东,Maoming,茂名
10118030401A,Hundred-Spring Scenic Attraction,百泉风景区,35.48,113.78,CN,China,中国,101180304,Henan,河南,Xinxiang,新乡
10104010004A,Chongqing Science and Technology Museum,重庆科技馆,29.57,106.6,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10127110602A,Southern Sichuan Bamboo Sea Scenic Attraction of Yibin City,宜宾蜀南竹海风景名胜区,28.46,104.96,CN,China,中国,101271106,Sichuan,四川,Yibin,宜宾
10112060902A,Zhucheng Dinosaur Museum,诸城市恐龙博物馆,36,119.39,CN,China,中国,101120609,Shandong,山东,Weifang,潍坊
10103050003A,Yufo Buddhist Temple,玉佛禅寺,39.08,116.9,CN,China,中国,101030500,Tianjin,天津,Tianjin,天津
10127100301A,Yuchan Mountain Scenic Attraction of Luzhou,泸州玉蟾风景区,29.13,105.38,CN,China,中国,101271003,Sichuan,四川,Luzhou,泸州
10118130103A,Central Plains Green Manor,中原绿色庄园景区,35.77,114.96,CN,China,中国,101181301,Henan,河南,Puyang,濮阳
10123030901A,Baishuiyang Scenic Attraction,白水洋风景区,27.06,119.05,CN,China,中国,101230309,Fujian,福建,Ningde,宁德
10109041001A,Saihanba National Forest Park,塞罕坝国家森林公园,42.32,117.49,CN,China,中国,101090410,Hebei,河北,Chengde,承德
10104320001A,Mowei Mountain Scenic Attraction,摩围山风景区,29.18,108.1,CN,China,中国,101043200,Chongqing,重庆,Chongqing,重庆
10101010010A,Beihai Park,北海公园,39.92,116.38,CN,China,中国,101010100,Beijing,北京,Beijing,北京
10121070801A,Nanxi River Scenic Attraction,楠溪江风景名胜区,28.38,120.9,CN,China,中国,101210708,Zhejiang,浙江,Wenzhou,温州
10123050603A,Qunzhou Jinxi Temple,四王府锦溪庙,24.96,118.4,CN,China,中国,101230506,Fujian,福建,Quanzhou,泉州
10124030304A,Ling Rock Scenic Attraction,灵岩风景区,29.47,117.62,CN,China,中国,101240303,Jiangxi,江西,Shangrao,上饶
10119100103A,Huaguo Mountain Scenic Attraction,花果山风景区,34.64,119.27,CN,China,中国,101191001,Jiangsu,江苏,Lianyungang,连云港
10122010302A,Daishan Lake Tourist Resort,岱山湖旅游度假区,32.15,117.85,CN,China,中国,101220103,Anhui,安徽,Hefei,合肥
10125020101A,Xiangtan Agricultural Expo Garden,湘潭农博园,27.86,112.8,CN,China,中国,101250201,Hunan,湖南,Xiangtan,湘潭
10107110501A,Steam Locomotive Expo Park,蒸汽机车博览园,42.41,123.67,CN,China,中国,101071105,Liaoning,辽宁,Tieling,铁岭
10115020402A,Tu Ethnic Homeland,互助土族故土园旅游区,36.83,101.94,CN,China,中国,101150204,Qinghai,青海,Haidong,海东
10123060304A,Nan’ou Earth Building Complex,南欧土楼群,24.61,117.06,CN,China,中国,101230603,Fujian,福建,Zhangzhou,漳州
10103050002A,Hila City,希乐城少儿职业探索乐园,39.13,117.1,CN,China,中国,101030500,Tianjin,天津,Tianjin,天津
10123060401A,Sanping Scenic Attraction,平和县三平风景区,24.34,117.49,CN,China,中国,101230604,Fujian,福建,Zhangzhou,漳州
10122030105A,Fangtawild Adventure,方特欢乐世界,31.37,118.37,CN,China,中国,101220301,Anhui,安徽,Wuhu,芜湖
10120130102A,Dahong Mountain Scenic Attraction,大洪山风景名胜区,31.52,112.97,CN,China,中国,101201301,Hubei,湖北,Suizhou,随州
10102010001A,Dalian World Peace Park,和平公园,31.27,121.5,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10121030302A,Haining China Leather City,海宁中国皮革城A座,30.5,120.66,CN,China,中国,101210303,Zhejiang,浙江,Jiaxing,嘉兴
10123020114A,Huangrongyuan Hall,黄荣远堂,24.44,118.07,CN,China,中国,101230201,Fujian,福建,Xiamen,厦门
10112030102A,Kaiyuan Karst Caves,开元溶洞,36.4,118.03,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10118040502A,Jun Kiln Museum of Yuzhou,中国禹州钧官窑址博物馆,34.16,113.47,CN,China,中国,101180405,Henan,河南,Xuchang,许昌
10105030101A,Black Bear Paradise,黑宝熊乐园,44.77,129.5,CN,China,中国,101050301,Heilongjiang,黑龙江,Mudanjiang,牡丹江
10130020401A,Friendship Pass Scenic Attraction,友谊关景区,21.97,106.71,CN,China,中国,101300204,Guangxi,广西,Chongzuo,崇左
10129160103A,Wild Elepant Valley Tropical Forest Scenic Attraction,野象谷热带雨林景区,22.16,100.85,CN,China,中国,101291601,Yunnan,云南,Xishuangbanna,西双版纳
10114010103A,Tibet Museum,西藏博物馆,29.64,91.09,CN,China,中国,101140101,Xizang,西藏,Lasa,拉萨
10128050103A,CITIC Golf Seaside Resort,中信高尔夫海滨度假村,23.22,116.68,CN,China,中国,101280501,Guangdong,广东,Shantou,汕头
10109011101A,White Deer Hot Spring,白鹿温泉,38.24,114,CN,China,中国,101090111,Hebei,河北,Shijiazhuang,石家庄
10116030202A,Tianjiagou Ecological Scenic Attraction,田家沟生态风景区,35.36,107.37,CN,China,中国,101160302,Gansu,甘肃,Pingliang,平凉
10104050003A,Simian Mountain National Scenic Attraction,四面山国家级风景名胜区,28.64,106.4,CN,China,中国,101040500,Chongqing,重庆,Chongqing,重庆
10107070601A,Yiwulv Mountain National Key Scenic Attraction,医巫闾山国家重点风景名胜区,41.6,121.72,CN,China,中国,101070706,Liaoning,辽宁,Jinzhou,锦州
10112160101A,Sacred Ground of Lotus,莲花圣境,36.07,117.65,CN,China,中国,101121601,Shandong,山东,Laiwu,莱芜
10112150102A,Wanpingkou Seaside Scenic Attraction,万平口海滨风景区,35.4,119.56,CN,China,中国,101121501,Shandong,山东,Rizhao,日照
10112030107A,Chinese Ceramics Museum,中国陶瓷馆,36.8,118.04,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10119020201A,Jiangsu Provincial Education Commissioners Cultural Resort,江苏江阴学政文化旅游区,31.9,120.27,CN,China,中国,101190202,Jiangsu,江苏,Wuxi,无锡
10127190202A,Snjiang Scenic Attraction,三江风景名胜区,30.94,103.31,CN,China,中国,101271902,Sichuan,四川,Aba,阿坝
10110010106A,Coal Museum of China,中国煤炭博物馆,37.85,112.52,CN,China,中国,101100101,Shanxi,山西,Taiyuan,太原
10105090501A,Lianhuan Lake,连环湖,46.77,124.2,CN,China,中国,101050905,Heilongjiang,黑龙江,Daqing,大庆
10130040401A,Xiangzhou Cold Spring Scenic Attraction,象州凉泉景区,23.99,109.65,CN,China,中国,101300404,Guangxi,广西,Laibin,来宾
10109041002A,Yudaokou Grassland and Forest Scenic Attraction,御道口风景区,42.19,117,CN,China,中国,101090410,Hebei,河北,Chengde,承德
10122120102A,Xiang Mountain Park,相山公园,33.97,116.79,CN,China,中国,101221201,Anhui,安徽,Huaibei,淮北
10113010118A,Qinggeda Lake Tourist and Scenic Attraction,青格达湖旅游风景区,44.11,87.54,CN,China,中国,101130101,Xinjiang,新疆,Wulumuqi,乌鲁木齐
10105120301A,Mingshan Island,名山岛,47.68,131.11,CN,China,中国,101051203,Heilongjiang,黑龙江,Hegang,鹤岗
10101140002A,Eighteen Ponds of Western Beijing,京西十八潭,40.01,115.92,CN,China,中国,101011400,Beijing,北京,Beijing,北京
10105090102A,Heiyuhu Ecological Garden,黑鱼湖生态旅游度假,46.78,125.11,CN,China,中国,101050901,Heilongjiang,黑龙江,Daqing,大庆
10101150004A,East Beijing Grand Canyon,京东大峡谷,40.24,117.15,CN,China,中国,101011500,Beijing,北京,Beijing,北京
10116100101A,Wanxiang Cave,万象洞,33.32,105,CN,China,中国,101161001,Gansu,甘肃,Longnan,陇南
10111040301A,Erlang Mountain,二郎山,38.81,110.49,CN,China,中国,101110403,Shaanxi,陕西,Yulin,榆林
10120100202A,Tenglong Cave Grand Canyon Geological Park,腾龙洞大峡谷地质公园,30.33,108.98,CN,China,中国,101201002,Hubei,湖北,Enshi,恩施
10110080101A,Haizhou Guan Temple,解州关帝庙,34.9,110.85,CN,China,中国,101100801,Shanxi,山西,Yuncheng,运城
10122170303A,Jiuhua Mountain Scenic Attraction,九华山风景区,30.48,117.8,CN,China,中国,101221703,Anhui,安徽,Chizhou,池州
10106010102A,Natural Village of Jilin Province,吉林省自然村,43.68,125.32,CN,China,中国,101060101,Jilin,吉林,Changchun,长春
10121050203A,Hometown of Xishi,西施故里,29.7,120.23,CN,China,中国,101210502,Zhejiang,浙江,Shaoxing,绍兴
10104300002A,Snow Jade Cave,丰都雪玉洞景区,29.78,107.8,CN,China,中国,101043000,Chongqing,重庆,Chongqing,重庆
10121100401A,Longyou Grottoes,龙游石窟,29.06,119.19,CN,China,中国,101211004,Zhejiang,浙江,Quzhou,衢州
10122100112A,Taiping Lake,太平湖,30.36,118.04,CN,China,中国,101221001,Anhui,安徽,Huangshan,黄山
10120070602A,Yinshui Karst Cave Geopark,隐水洞地质公园,29.66,114.63,CN,China,中国,101200706,Hubei,湖北,Xianning,咸宁
10113140103A,Golden Mountain Forest Park,金山森林公园,47.85,88.13,CN,China,中国,101131401,Xinjiang,新疆,Aletai,阿勒泰
10117040401A,Liupan Mountain National Forest Park,六盘山国家森林公园,35.39,106.34,CN,China,中国,101170404,Ningxia,宁夏,Guyuan,固原
10112140503A,East Gate of Weishan Lake Wetland Park,微山湖湿地公园东门,35.12,116.84,CN,China,中国,101121405,Shandong,山东,Zaozhuang,枣庄
10122030101A,Shenshan Park,神山公园,31.34,118.4,CN,China,中国,101220301,Anhui,安徽,Wuhu,芜湖
10119020301A,Longbei Mountain Forest Park,龙背山森林公园,31.32,119.81,CN,China,中国,101190203,Jiangsu,江苏,Wuxi,无锡
10105030603A,Jingpo Lake,镜泊湖,44.03,128.93,CN,China,中国,101050306,Heilongjiang,黑龙江,Mudanjiang,牡丹江
10109110104A,First Emperor Seeking for Immortal Scenic Attraction,秦皇求仙入海处,39.91,119.62,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10102010009A,Shanghai Natural History Museum,上海自然博物馆(上海科技馆分馆),31.23,121.46,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10128130301A,Lianzhou Underground River,连州地下河,25,112.32,CN,China,中国,101281303,Guangdong,广东,Qingyuan,清远
10123050602A,Lingying Tourist Attraction of Nan’an City,南安市灵应风景旅游区,25.15,118.55,CN,China,中国,101230506,Fujian,福建,Quanzhou,泉州
10125040601A,Yin Mountain of China,中国印山,26.18,112.52,CN,China,中国,101250406,Hunan,湖南,Hengyang,衡阳
10112010108A,Jinan Wild Animal Park,济南野生动物世界,36.44,117.21,CN,China,中国,101120101,Shandong,山东,Jinan,济南
10128050402A,Shantou Nan’ao Island Tourist Attraction,汕头南澳岛旅游区,23.42,117.02,CN,China,中国,101280504,Guangdong,广东,Shantou,汕头
10123090201A,Huayang Mountain Scenic Attraction,华阳山风景区,26.85,117.8,CN,China,中国,101230902,Fujian,福建,Nanping,南平
10107070104A,Liaoshen Campaign Memorial,辽沈战役纪念馆,41.12,121.14,CN,China,中国,101070701,Liaoning,辽宁,Jinzhou,锦州
10119010122A,Zhongshan Mountain National Park,钟山风景名胜区,32.06,118.85,CN,China,中国,101190101,Jiangsu,江苏,Nanjing,南京
10101010006A,Beijing Imperial Academy,北京国子监,39.94,116.41,CN,China,中国,101010100,Beijing,北京,Beijing,北京
10119080111A,Yunlong Lake,云龙湖,34.24,117.14,CN,China,中国,101190801,Jiangsu,江苏,Xuzhou,徐州
10111080303A,Wuhou Tomb,武侯墓,33.12,106.65,CN,China,中国,101110803,Shaanxi,陕西,Hanzhong,汉中
10112080102A,Tai Mountain Pumped Storage Power Station,泰山蓄能科普水城,36.21,117.05,CN,China,中国,101120801,Shandong,山东,Taian,泰安
10128130701A,Baojing Palace,宝晶宫,24.12,113.36,CN,China,中国,101281307,Guangdong,广东,Qingyuan,清远
10118090905A,Jiguan Cave,鸡冠洞,33.78,111.57,CN,China,中国,101180909,Henan,河南,Luoyang,洛阳
10103070002A,Yijuyong Alcohol Heritage Museum,义聚永酒文化博物馆,39.3,117.8,CN,China,中国,101030700,Tianjin,天津,Tianjin,天津
10107070101A,Ling River Park,凌河公园,41.1,121.13,CN,China,中国,101070701,Liaoning,辽宁,Jinzhou,锦州
10119080108A,Lion Mountain Western Han Tombs,狮子山西汉楚王墓(陪葬兵马俑坑,34.24,117.22,CN,China,中国,101190801,Jiangsu,江苏,Xuzhou,徐州
10101120007A,Shihua Cave Scenic Attraction,石花洞风景区,39.79,115.94,CN,China,中国,101011200,Beijing,北京,Beijing,北京
10110041007A,Museum of Ancient Chinese Bank,中国钱庄博物馆,37.2,112.18,CN,China,中国,101100410,Shanxi,山西,Jinzhong,晋中
10127030103A,Zigong Dinosaur Museum,恐龙博物馆,29.39,104.82,CN,China,中国,101270301,Sichuan,四川,Zigong,自贡
10127040202A,Zizhou Park,梓州公园,31.08,105.08,CN,China,中国,101270402,Sichuan,四川,Mianyang,绵阳
10129020501A,Jizu Mountain Scenic Attraction,鸡足山景区,25.95,100.39,CN,China,中国,101290205,Yunnan,云南,Dali,大理
10127080401A,Huaying Mountain Tourist Attraction,华蓥山旅游区,30.29,106.8,CN,China,中国,101270804,Sichuan,四川,Guangan,广安
10107140101A,Gourd Valley,葫芦谷,40.77,120.95,CN,China,中国,101071401,Liaoning,辽宁,Huludao,葫芦岛
10104200002A,Mini Three Gorges,小小三峡,31.23,109.9,CN,China,中国,101042000,Chongqing,重庆,Chongqing,重庆
10112130102A,Xiangu Peak Scenic Attraction,仙姑顶风景区,37.46,122.1,CN,China,中国,101121301,Shandong,山东,Weihai,威海
10120070203A,Lushui Lake Scenic Attraction,陆水湖风景区,29.69,113.89,CN,China,中国,101200702,Hubei,湖北,Xianning,咸宁
10113050402A,Kumtag Desert,库木塔格沙漠,42.85,90.2,CN,China,中国,101130504,Xinjiang,新疆,Tulufan,吐鲁番
10122060901A,Confucian Temple of Tongcheng County,桐城县文庙,31.05,116.95,CN,China,中国,101220609,Anhui,安徽,Anqing,安庆
10129010701A,Shilin Scenic Attraction,石林风景区,24.81,103.32,CN,China,中国,101290107,Yunnan,云南,Kunming,昆明
10121090601A,Guodong Scenic Attraction,郭洞景区,28.81,119.83,CN,China,中国,101210906,Zhejiang,浙江,Jinhua,金华
10124071101A,Hanxian Rock,汉仙岩,25.19,115.79,CN,China,中国,101240711,Jiangxi,江西,Ganzhou,赣州
10113160102A,Sayram Lake,赛里木湖,44.55,81.18,CN,China,中国,101131601,Xinjiang,新疆,Boertala,博尔塔拉
10103010001A,Exhibition Hall of Hai River Historical Buildings Conservation,海河历史建筑保护展览馆,39.13,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10109011103A,Grant Canyon on Black Mountain,黑山大峡谷景区,38.55,113.6,CN,China,中国,101090111,Hebei,河北,Shijiazhuang,石家庄
10128030102A,Huizhou West Lake,惠州西湖,23.09,114.39,CN,China,中国,101280301,Guangdong,广东,Huizhou,惠州
10130120401A,Crystal Palace Karst Cave,长寿水晶宫,24.3,107.01,CN,China,中国,101301204,Guangxi,广西,Hechi,河池
10119110104A,Qingfeng Park,青枫公园,31.79,119.89,CN,China,中国,101191101,Jiangsu,江苏,Changzhou,常州
10105080102A,Xishui National Forest Park of Shangganling,上甘岭溪水国家森林公园,47.9,129,CN,China,中国,101050801,Heilongjiang,黑龙江,Yichun,伊春
10119110203A,Tianmu Lake Yushui Hot Spring,天目湖御水温泉,31.18,119.53,CN,China,中国,101191102,Jiangsu,江苏,Changzhou,常州
10125150503A,Fenghuang Ancient City Scenic Attraction,凤凰古城景区,27.94,109.6,CN,China,中国,101251505,Hunan,湖南,Xiangxi,湘西
10118070504A,Guan River Rafting Scenic Attraction,鹳河漂流风景区,33.51,111.47,CN,China,中国,101180705,Henan,河南,Nanyang,南阳
10119050303A,Fabao Buddhist Temple,法宝禅寺,32.24,120.75,CN,China,中国,101190503,Jiangsu,江苏,Nantong,南通
10124110302A,Longhu Mountain World Geopark,中国龙虎山世界地质公园,28.11,116.98,CN,China,中国,101241103,Jiangxi,江西,Yingtan,鹰潭
10103010013A,Dabei Buddhist Temple,大悲禅院,39.15,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10118090703A,Baiyun Mountain,白云山,33.67,111.84,CN,China,中国,101180907,Henan,河南,Luoyang,洛阳
10124020603A,Xihai Hot Spring,西海温泉,29.18,115.51,CN,China,中国,101240206,Jiangxi,江西,Jiujiang,九江
10118140401A,Taihao Mausoleum,太昊陵,33.74,114.88,CN,China,中国,101181404,Henan,河南,Zhoukou,周口
10125110201A,Jiutian Cave Scenic Attraction,茅岩河九天洞风景区,29.32,110.11,CN,China,中国,101251102,Hunan,湖南,Zhangjiajie,张家界
10101030007A,Xiedao Green Ecological Holiday Resort,蟹岛绿色生态度假村,40.01,116.54,CN,China,中国,101010300,Beijing,北京,Beijing,北京
10124020902A,Lu Mountain Tianmu Hot Spring Resort,天沐·江西庐山温泉度假村,29.41,115.92,CN,China,中国,101240209,Jiangxi,江西,Jiujiang,九江
10125110107A,Tianmen Mountain National Forest Park,天门山国家森林公园,29.06,110.47,CN,China,中国,101251101,Hunan,湖南,Zhangjiajie,张家界
10119030102A,Zhenjiang South Mountain Scenic Attraction,南山景区,32.17,119.44,CN,China,中国,101190301,Jiangsu,江苏,Zhenjiang,镇江
10130100502A,Tongling Grand Canyon,通灵大峡谷,23.02,106.65,CN,China,中国,101301005,Guangxi,广西,Baise,百色
10130100103A,Dawangling Scenic Attraction,大王岭风景区,23.72,106.41,CN,China,中国,101301001,Guangxi,广西,Baise,百色
10112010104A,Daming Lake Park,大明湖公园,36.67,117.02,CN,China,中国,101120101,Shandong,山东,Jinan,济南
10128080003A,Qinghui Garden,清晖园,22.83,113.25,CN,China,中国,101280800,Guangdong,广东,Foshan,佛山
10107080101A,Wang’er Mountain,望儿山,40.19,122.17,CN,China,中国,101070801,Liaoning,辽宁,Yingkou,营口
10128130601A,Kwan-yin Mountain Scenic Attraction,观音山风景区,23.96,113.56,CN,China,中国,101281306,Guangdong,广东,Qingyuan,清远
10109110108A,Shanghai Wild Animal Park,野生动物园,39.85,119.51,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10123020103A,Cuifeng Spa & Hot Spring Resort,翠丰SPA温泉度假村,24.79,118.13,CN,China,中国,101230201,Fujian,福建,Xiamen,厦门
10112090201A,Giant Heavenly Buddha Scenic Attraction,天佛风景名胜区,35.2,118.85,CN,China,中国,101120902,Shandong,山东,Linyi,临沂
10122030103A,Tingtang Park,汀棠公园,31.36,118.38,CN,China,中国,101220301,Anhui,安徽,Wuhu,芜湖
10111070102A,Ying Lake Scenic Attraction,瀛湖风景区,32.6,108.89,CN,China,中国,101110701,Shaanxi,陕西,Ankang,安康
10127190205A,Wenchuan Three Rivers Ecological Scenic Attraction,汶川三江生态旅游区,30.9,103.35,CN,China,中国,101271902,Sichuan,四川,Aba,阿坝
10123020104A,Hulishan Battery,胡里山炮台,24.42,118.1,CN,China,中国,101230201,Fujian,福建,Xiamen,厦门
10121040502A,Ningbo Tengtou Ecological Tourist Demonstration Zone,宁波滕头生态旅游示范区,29.7,121.39,CN,China,中国,101210405,Zhejiang,浙江,Ningbo,宁波
10127210301A,Qingchuan Donghekou Earthquake Ruins Park,青川东河口地震遗址公园,32.41,105.12,CN,China,中国,101272103,Sichuan,四川,Guangyuan,广元
10121070107A,Jiangxin Island,江心屿,28.02,120.64,CN,China,中国,101210701,Zhejiang,浙江,Wenzhou,温州
10128100301A,Tianchengtai Holiday Resort,天成台度假村,20.55,109.83,CN,China,中国,101281003,Guangdong,广东,Zhanjiang,湛江
10101150005A,East Beijing Stone Forest Gorge Scenic Attraction,京东石林峡风景区,40.26,117.23,CN,China,中国,101011500,Beijing,北京,Beijing,北京
10113140201A,Birch Garden Scenic Attraction,白桦园风景区,48.07,86.34,CN,China,中国,101131402,Xinjiang,新疆,Aletai,阿勒泰
10129030302A,Jinshui Confucius Temple,建水文庙,23.61,102.82,CN,China,中国,101290303,Yunnan,云南,Honghe,红河
10118080105A,Tieta Park,铁塔公园,34.81,114.36,CN,China,中国,101180801,Henan,河南,Kaifeng,开封
10113070101A,359 Force’s Reclamation Commemorative Museum,三五九旅屯垦纪念馆,40.54,81.28,CN,China,中国,101130701,Xinjiang,新疆,Alaer,阿拉尔
10126060201A,South Gate of Fanjing Mountain National Nature Reserve,梵净山国家级自然保护区南门,27.84,108.77,CN,China,中国,101260602,Guizhou,贵州,Tongren,铜仁
